character,film,line,processed_lines,line_count,neg,neu,pos,compound
VADER,EpisodeIV,Where are those transmissions you intercepted?,"['transmissions', 'intercepted']",41,0.0,1.0,0.0,0.0
VADER,EpisodeIV,If this is a consular ship... where is the Ambassador?,"['consular', 'ship', 'ambassador']",41,0.0,1.0,0.0,0.0
VADER,EpisodeIV,"Commander, tear this ship apart until you've found those plans and bring me the Ambassador.  I want her alive!","['commander', 'tear', 'ship', 'apart', 'found', 'plans', 'bring', 'ambassador', 'want', 'alive']",41,0.0,0.802,0.198,0.4926
TROOPER,EpisodeIV,There she is! Set for stun!,"['set', 'stun']",19,0.0,1.0,0.0,0.0
TROOPER,EpisodeIV,She'll be all right. Inform Lord Vader we have a prisoner.,"['right', 'inform', 'lord', 'vader', 'prisoner']",19,0.259,0.741,0.0,-0.5423
THREEPIO,EpisodeIV,"Hey, you're not permitted in there.  It's restricted. You'll be deactivated for sure..","['hey', 'permitted', 'restricted', 'deactivated', 'sure']",119,0.164,0.692,0.145,-0.0772
THREEPIO,EpisodeIV,"Don't call me a mindless philosopher, you overweight glob of grease!  Now come out before somebody sees you.","['call', 'mindless', 'philosopher', 'overweight', 'glob', 'grease', 'now', 'come', 'somebody', 'sees']",119,0.262,0.738,0.0,-0.69
THREEPIO,EpisodeIV,Secret mission?  What plans?  What are you talking about?  I'm not getting in there!,"['secret', 'mission', 'plans', 'talking', 'getting']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,I'm going to regret this.,"['going', 'regret']",119,0.412,0.588,0.0,-0.4215
CAPTAIN,EpisodeIV,Hold your fire.  There are no life forms.  It must have been short-circuited.,"['hold', 'fire', 'life', 'forms', 'must', 'shortcircuited']",1,0.295,0.705,0.0,-0.5574
THREEPIO,EpisodeIV,"That's funny, the damage doesn't look as bad from out here.","['funny', 'damage', 'look', 'bad']",119,0.189,0.472,0.339,0.3716
THREEPIO,EpisodeIV,Are you sure this things safe?,"['sure', 'things', 'safe']",119,0.0,0.435,0.565,0.6369
WOMAN,EpisodeIV,I've told you kids to slow down!,"['told', 'kids', 'slow']",1,0.0,1.0,0.0,0.0
FIXER,EpisodeIV,Did I hear a young noise blast through here?,"['hear', 'young', 'noise', 'blast']",2,0.0,1.0,0.0,0.0
CAMIE,EpisodeIV,It was just Wormie on another rampage.,"['wormie', 'another', 'rampage']",2,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Shape it up you guys!...  Biggs?,"['shape', 'guys', 'biggs']",254,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,I didn't know you were back!  When did you get in?,"['know', 'back']",254,0.0,1.0,0.0,0.0
BIGGS,EpisodeIV,"Just now.  I wanted to surprise you, hot shot.  I thought you'd be here... certainly didn't expect you to be out working. ","['now', 'wanted', 'surprise', 'hot', 'shot', 'thought', 'certainly', 'expect', 'working']",34,0.0,0.816,0.184,0.5423
LUKE,EpisodeIV,"The Academy didn't change you much... but you're back so soon?  Hey, what happened, didn't you get your commission?","['academy', 'change', 'much', 'back', 'soon', 'hey', 'happened', 'commission']",254,0.0,1.0,0.0,0.0
BIGGS,EpisodeIV,Of course I got it.  Signed aboard The Rand Ecliptic last week.  First mate Biggs Darklighter at your service...... I just came back to say goodbye to all you unfortunate landlocked simpletons.,"['course', 'got', 'signed', 'aboard', 'rand', 'ecliptic', 'last', 'week', 'first', 'mate', 'biggs', 'darklighter', 'service', 'came', 'back', 'say', 'goodbye', 'unfortunate', 'landlocked', 'simpletons']",34,0.088,0.88,0.032,-0.4404
LUKE,EpisodeIV,I almost forgot.  There's a battle going on!  Right here in our system.  Come and look!,"['almost', 'forgot', 'battle', 'going', 'right', 'system', 'come', 'look']",254,0.175,0.825,0.0,-0.4912
DEAK,EpisodeIV,Not again!  Forget it.,['forget'],1,0.0,0.605,0.395,0.2401
LUKE,EpisodeIV,There they are!,[],254,0.0,1.0,0.0,0.0
BIGGS,EpisodeIV,"That's no battle, hot shot... they're just sitting there!  Probably a freighter-tanker refueling.","['battle', 'hot', 'shot', 'sitting', 'probably', 'freightertanker', 'refueling']",34,0.0,0.829,0.171,0.3561
LUKE,EpisodeIV,But there was a lot of firing earlier...,"['lot', 'firing', 'earlier']",254,0.307,0.693,0.0,-0.4767
LUKE,EpisodeIV,"Hey, easy with those...","['hey', 'easy']",254,0.0,0.508,0.492,0.4404
CAMIE,EpisodeIV,"Don't worry about it, Wormie.","['worry', 'wormie']",2,0.0,0.624,0.376,0.3412
FIXER,EpisodeIV,"I keep telling you, the Rebellion is a long way from here.  I doubt if the Empire would even fight to keep this system.  Believe me Luke, this planet is a big hunk of nothing...","['keep', 'telling', 'rebellion', 'long', 'way', 'doubt', 'empire', 'even', 'fight', 'keep', 'system', 'believe', 'luke', 'planet', 'big', 'hunk', 'nothing']",2,0.171,0.829,0.0,-0.6808
LEIA,EpisodeIV,"Lord Vader, I should have known.  Only you could be so bold.  The Imperial Senate will not sit stillfor this, when they hear you've attacked a diplomatic...","['lord', 'vader', 'known', 'bold', 'imperial', 'senate', 'will', 'sit', 'stillfor', 'hear', 'attacked', 'diplomatic']",57,0.096,0.797,0.107,0.0941
VADER,EpisodeIV,"Don't play games with me, Your Highness.  You weren't on any mercy mission this time.  You passed directly through a restricted system.  Several transmissions were beamed to this ship by Rebel spies.  I want to know what happened to the plans they sent you.","['play', 'games', 'highness', 'mercy', 'mission', 'time', 'passed', 'directly', 'restricted', 'system', 'several', 'transmissions', 'beamed', 'ship', 'rebel', 'spies', 'want', 'know', 'happened', 'plans', 'sent']",41,0.172,0.802,0.027,-0.7224
LEIA,EpisodeIV,I don't know what you're talking about.  I'm a member of the Imperial Senate on a diplomatic mission to Alderaan...,"['know', 'talking', 'member', 'imperial', 'senate', 'diplomatic', 'mission', 'alderaan']",57,0.0,1.0,0.0,0.0
VADER,EpisodeIV,You're a part of the Rebel Alliance... and a traitor.  Take her away!,"['part', 'rebel', 'alliance', 'traitor', 'take', 'away']",41,0.136,0.864,0.0,-0.2244
COMMANDER,EpisodeIV,"Holding her is dangerous.  If word of this gets out, it could generate sympathy for the Rebellion in the senate.","['holding', 'dangerous', 'word', 'gets', 'generate', 'sympathy', 'rebellion', 'senate']",3,0.191,0.705,0.104,-0.2732
VADER,EpisodeIV,I have traced the Rebel spies to her.  Now she is my only link to find their secret base!,"['traced', 'rebel', 'spies', 'now', 'link', 'find', 'secret', 'base']",41,0.095,0.905,0.0,-0.2244
COMMANDER,EpisodeIV,you anything.,['anything'],3,0.0,1.0,0.0,0.0
VADER,EpisodeIV,Leave that to me.  Send a distress signal and then inform the senate that all aboard were killed!,"['leave', 'send', 'distress', 'signal', 'inform', 'senate', 'aboard', 'killed']",41,0.383,0.572,0.045,-0.8516
VADER,EpisodeIV,"She must have hidden the plans in the escape pod.  Send a detachment down to retrieve them.  See to it personally, Commander.  There'll be no one to stop us this time.","['must', 'hidden', 'plans', 'escape', 'pod', 'send', 'detachment', 'retrieve', 'see', 'personally', 'commander', 'therell', 'one', 'stop', 'us', 'time']",41,0.129,0.821,0.05,-0.4019
COMMANDER,EpisodeIV,"Yes, sir.","['yes', 'sir']",3,0.0,0.27,0.73,0.4019
THREEPIO,EpisodeIV,How did I get into this mess?  I really don't know how.  We seem to be made to suffer.  It's our lot in life.,"['mess', 'really', 'know', 'seem', 'made', 'suffer', 'lot', 'life']",119,0.225,0.775,0.0,-0.7488
THREEPIO,EpisodeIV,I've got to rest before I fall apart.  My joints are almost frozen. ,"['got', 'rest', 'fall', 'apart', 'joints', 'almost', 'frozen']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,What a desolate place this is.,"['desolate', 'place']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Where are you going?,['going'],119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Well, I'm not going that way.  It's much too rocky.  This way is much easier.","['going', 'way', 'much', 'rocky', 'way', 'much', 'easier']",119,0.0,0.726,0.274,0.5994
THREEPIO,EpisodeIV,What makes you think there are settlements over there?,"['makes', 'think', 'settlements']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Don't get technical with me.,['technical'],119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"What mission?  What are you talking about?  I've had just about enough of you!  Go that way!  You'll be malfunctioning within a day, you nearsighted scrap pile!","['mission', 'talking', 'enough', 'go', 'way', 'malfunctioning', 'within', 'day', 'nearsighted', 'scrap', 'pile']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"And don't let me catch you following me begging for help, because you won't get it.","['let', 'catch', 'following', 'begging', 'help']",119,0.0,0.847,0.153,0.4019
THREEPIO,EpisodeIV,No more adventures.  I'm not going that way.,"['adventures', 'going', 'way']",119,0.43,0.57,0.0,-0.5467
THREEPIO,EpisodeIV,"That malfunctioning little twerp.  This is all his fault!  He tricked me into going this way, but he'll do no better.","['malfunctioning', 'little', 'twerp', 'fault', 'tricked', 'going', 'way', 'better']",119,0.267,0.733,0.0,-0.6758
THREEPIO,EpisodeIV,"Wait, what's that?  A transport!  I'm saved!","['wait', 'transport', 'saved']",119,0.0,0.639,0.361,0.5242
THREEPIO,EpisodeIV,"Over here!  Help!  Please, help!","['help', 'please', 'help']",119,0.0,0.189,0.811,0.8213
LUKE,EpisodeIV,"... so I cut off my power, shut down the afterburners and came in low on Deak's trail.  I was so close I thought I was going to fry my instruments. As it was I busted up the Skyhopper pretty bad.  Uncle Owen was pretty upset.  He grounded me for the rest of the season.  You should have been there... it was fantastic.","['cut', 'power', 'shut', 'afterburners', 'came', 'low', 'deaks', 'trail', 'close', 'thought', 'going', 'fry', 'instruments', 'busted', 'skyhopper', 'pretty', 'bad', 'uncle', 'owen', 'pretty', 'upset', 'grounded', 'rest', 'season', 'fantastic']",254,0.138,0.731,0.131,0.1082
BIGGS,EpisodeIV,"You ought to take it a little easy Luke.  You may be the hottest bushpilot this side of Mos Eisley, but those little Skyhoppers are dangerous.  Keep it up, and one day, whammo, you're going to be nothing more than a dark spot on the down side of a canyon wall.","['take', 'little', 'easy', 'luke', 'may', 'hottest', 'bushpilot', 'side', 'mos', 'eisley', 'little', 'skyhoppers', 'dangerous', 'keep', 'one', 'day', 'whammo', 'going', 'nothing', 'dark', 'spot', 'side', 'canyon', 'wall']",34,0.069,0.898,0.033,-0.4499
LUKE,EpisodeIV,Look who's talking.  Now that you've been around those giant starships you're beginning to sound like my uncle. You've gotten soft in the city...,"['look', 'talking', 'now', 'around', 'giant', 'starships', 'beginning', 'sound', 'uncle', 'gotten', 'soft', 'city']",254,0.0,0.902,0.098,0.3612
BIGGS,EpisodeIV,I've missed you kid.,"['missed', 'kid']",34,0.423,0.577,0.0,-0.296
LUKE,EpisodeIV,"Well, things haven't been the same since you left, Biggs.  It's been so...quiet.","['things', 'left', 'biggs', 'soquiet']",254,0.0,0.851,0.149,0.2732
BIGGS,EpisodeIV,"Luke, I didn't come back just to say goodbye...  I shouldn't tell you this, but you're the only one I can trust... and if I don't come back, I want somebody to know.","['luke', 'come', 'back', 'say', 'goodbye', 'tell', 'one', 'trust', 'come', 'back', 'want', 'somebody', 'know']",34,0.0,0.84,0.16,0.7096
LUKE,EpisodeIV,What are you talking about?,['talking'],254,0.0,1.0,0.0,0.0
BIGGS,EpisodeIV,"I made some friends at the Academy. ... when our frigate goes to one of the central systems, we're going to jump ship and join the Alliance...","['made', 'friends', 'academy', 'frigate', 'goes', 'one', 'central', 'systems', 'going', 'jump', 'ship', 'join', 'alliance']",34,0.0,0.825,0.175,0.6486
LUKE,EpisodeIV,Join the Rebellion?!  Are you kidding!  How?,"['join', 'rebellion', 'kidding']",254,0.149,0.398,0.452,0.4667
BIGGS,EpisodeIV,Quiet down will ya!  You got a mouth bigger than a meteor crater!,"['quiet', 'will', 'ya', 'got', 'mouth', 'bigger', 'meteor', 'crater']",34,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,I'm sorry.  I'm quiet. Listen how quiet I am.  You can barely hear me...,"['sorry', 'quiet', 'listen', 'quiet', 'barely', 'hear']",254,0.091,0.909,0.0,-0.0772
BIGGS,EpisodeIV,My friend has a friend on Bestine who might help us make contact.,"['friend', 'friend', 'bestine', 'might', 'help', 'us', 'make', 'contact']",34,0.0,0.524,0.476,0.8442
LUKE,EpisodeIV,around forever trying to find them.,"['around', 'forever', 'trying', 'find']",254,0.0,1.0,0.0,0.0
BIGGS,EpisodeIV,"I know it's a long shot, but if I don't find them I'll do what I can on my own...  It's what we always talked about.  Luke, I'm not going to wait for the Empire to draft me into service.  The Rebellion is spreading and I want to be on the right side - the side I believe in. ","['know', 'long', 'shot', 'find', 'always', 'talked', 'luke', 'going', 'wait', 'empire', 'draft', 'service', 'rebellion', 'spreading', 'want', 'right', 'side', 'side', 'believe']",34,0.029,0.947,0.024,-0.0772
LUKE,EpisodeIV,And I'm stuck here...,['stuck'],254,0.4,0.6,0.0,-0.25
BIGGS,EpisodeIV,I thought you were going to the Academy next term.  You'll get your chance to get off this rock.,"['thought', 'going', 'academy', 'next', 'term', 'chance', 'rock']",34,0.0,0.9,0.1,0.25
LUKE,EpisodeIV,Not likely!  I had to cancel my application.  There has been a lot of unrest among the Sand People since you left... they've even raided the outskirts of Anchorhead.,"['likely', 'cancel', 'application', 'lot', 'unrest', 'among', 'sand', 'people', 'left', 'even', 'raided', 'outskirts', 'anchorhead']",254,0.076,0.924,0.0,-0.3164
BIGGS,EpisodeIV,Your uncle could hold off a whole colony of Sand People with one blaster.,"['uncle', 'hold', 'whole', 'colony', 'sand', 'people', 'one', 'blaster']",34,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"I know, but he's got enough vaporators going to make the place pay off.  He needs me for just one more season.  I can't leave him now.","['know', 'got', 'enough', 'vaporators', 'going', 'make', 'place', 'pay', 'needs', 'one', 'season', 'leave', 'now']",254,0.058,0.899,0.044,-0.0971
BIGGS,EpisodeIV,"I feel for you, Luke, you're going to have to learn what seems to be important or what really is important.  What good is all your uncle's work if it's taken over by the Empire?...  You know they're starting to nationalize commerce in the central systems...it won't be long before your uncle is merely a tenant, slaving for the greater glory of the Empire.","['feel', 'luke', 'going', 'learn', 'seems', 'important', 'really', 'important', 'good', 'uncles', 'work', 'taken', 'empire', 'know', 'starting', 'nationalize', 'commerce', 'central', 'systemsit', 'long', 'uncle', 'merely', 'tenant', 'slaving', 'greater', 'glory', 'empire']",34,0.0,0.822,0.178,0.8952
LUKE,EpisodeIV,It couldn't happen here.  You said it yourself.  The Empire won't bother with this rock.,"['happen', 'said', 'empire', 'bother', 'rock']",254,0.0,0.873,0.127,0.2584
BIGGS,EpisodeIV,Things always change.,"['things', 'always', 'change']",34,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,I wish I was going...  Are you going to be around long? ,"['wish', 'going', 'going', 'around', 'long']",254,0.0,0.803,0.197,0.4019
BIGGS,EpisodeIV,"No, I'm leaving in the morning...","['leaving', 'morning']",34,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Then I guess I won't see you.,"['guess', 'see']",254,0.0,1.0,0.0,0.0
BIGGS,EpisodeIV,Maybe someday...  I'll keep a lookout.,"['maybe', 'someday', 'keep', 'lookout']",34,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"Well, I'll be at the Academy next season... after that who knows.  I won't be drafted into the Imperial Starfleet that's for sure...  Take care of yourself, you'll always be the best friend I've got.","['academy', 'next', 'season', 'knows', 'drafted', 'imperial', 'starfleet', 'sure', 'take', 'care', 'always', 'best', 'friend', 'got']",254,0.0,0.667,0.333,0.9325
BIGGS,EpisodeIV,"So long, Luke.","['long', 'luke']",34,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Artoo-Detoo!  It's you!  It's you!,['artoodetoo'],119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Wake up!  Wake up!,"['wake', 'wake']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,We're doomed.,['doomed'],119,0.808,0.192,0.0,-0.6369
THREEPIO,EpisodeIV,Do you think they'll melt us down?,"['think', 'melt', 'us']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Don't shoot!  Don't shoot!  Will this never end?,"['shoot', 'shoot', 'will', 'never', 'end']",119,0.17,0.578,0.252,0.2152
BERU,EpisodeIV,"Luke, tell Owen that if he gets a translator to be sure it speaks Bocce.","['luke', 'tell', 'owen', 'gets', 'translator', 'sure', 'speaks', 'bocce']",1,0.0,0.859,0.141,0.3182
LUKE,EpisodeIV,It looks like we don't have much of a choice but I'll remind him.,"['looks', 'much', 'choice', 'remind']",254,0.0,0.881,0.119,0.1901
OWEN,EpisodeIV,I have no need for a protocol droid.,"['need', 'protocol', 'droid']",25,0.239,0.761,0.0,-0.296
THREEPIO,EpisodeIV,Sir - not in an environment such as this - that's why I've also been programmed for over thirty secondary functions that...,"['sir', 'environment', 'programmed', 'thirty', 'secondary', 'functions']",119,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,What I really need is a droid that understands the binary languages of moisture vaporators.,"['really', 'need', 'droid', 'understands', 'binary', 'languages', 'moisture', 'vaporators']",25,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Vaporators!  Sir - My first job was programming binary load lifters... very similar to your vaporators.  You could say...,"['vaporators', 'sir', 'first', 'job', 'programming', 'binary', 'load', 'lifters', 'similar', 'vaporators', 'say']",119,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,Do you speak Bocce?,"['speak', 'bocce']",25,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Of course I can, sir.  It's like a second language for me...  I'm as fluent in Bocce...","['course', 'sir', 'second', 'language', 'fluent', 'bocce']",119,0.0,0.865,0.135,0.3612
OWEN,EpisodeIV,All right; shut up! I'll take this one.,"['right', 'shut', 'take', 'one']",25,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Shutting up, sir.","['shutting', 'sir']",119,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,"Luke, take these two over to the garage, will you?  I want you to have both of them cleaned up before dinner.","['luke', 'take', 'two', 'garage', 'will', 'want', 'cleaned', 'dinner']",25,0.0,0.942,0.058,0.0772
LUKE,EpisodeIV,But I was going into Toshi Station to pick up some power converters...,"['going', 'toshi', 'station', 'pick', 'power', 'converters']",254,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,"You can waste time with your friends when your chores are done.  Now, come on, get to it!","['waste', 'time', 'friends', 'chores', 'done', 'now', 'come']",25,0.126,0.721,0.153,0.1511
LUKE,EpisodeIV,"All right, come on!  And the red one, come on.  Well, come on, Red, let's go.","['right', 'come', 'red', 'one', 'come', 'come', 'red', 'go']",254,0.0,0.862,0.138,0.3382
LUKE,EpisodeIV,Uncle Owen...,"['uncle', 'owen']",254,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,Yeah?,['yeah'],25,0.0,0.0,1.0,0.296
LUKE,EpisodeIV,This R2 unit has a bad motivator.  Look!,"['rtwo', 'unit', 'bad', 'motivator', 'look']",254,0.351,0.649,0.0,-0.5848
OWEN,EpisodeIV,"Hey, what're you trying to push on us?","['hey', 'whatre', 'trying', 'push', 'us']",25,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Excuse me, sir, but that R2 unit is in prime condition.  A real bargain.","['excuse', 'sir', 'rtwo', 'unit', 'prime', 'condition', 'real', 'bargain']",119,0.0,0.782,0.218,0.3291
LUKE,EpisodeIV,Uncle Owen...,"['uncle', 'owen']",254,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,Yeah?,['yeah'],25,0.0,0.0,1.0,0.296
LUKE,EpisodeIV,What about that one?,['one'],254,0.0,1.0,0.0,0.0
OWEN,EpisodeIV,What about that blue one?  We'll take that one.,"['blue', 'one', 'take', 'one']",25,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"Yeah, take it away.","['yeah', 'take', 'away']",254,0.0,0.577,0.423,0.296
